taxon_name,mean_fri,mean_fires,lwr_confint,upr_confint,dispersion_ratio,dispersion_p_value,num_unburnt_pixels,num_pixels,warnings,messages,error
Abutilon oxycarpum var. subsagittatum,146.87625000000006,0.15094339622641506,0.2555418332925006,0.04634495916032953,1.1201923076923077,0.2563300525780765,46,53,NA,NA,NA
Acacia abbreviata,8.118591549295772,2.7307692307692317,3.3659712905932957,2.0955671709451678,0.9245070422535209,0.5709838132345408,4,26,NA,NA,NA
Acacia abrupta,18.580571428571435,1.193181818181818,1.4214093579690998,0.964954278394536,0.6330596606458677,0.9970182466501571,21,88,NA,NA,NA
Acacia acanthoclada,151.15909090909093,0.14666666666666664,0.23334112785462108,0.05999220547871219,1.0491400491400493,0.3636342481556654,65,75,NA,NA,NA
Acacia acanthoclada subsp. acanthoclada,99.58904761904762,0.22261484098939932,0.27758663501434555,0.16764304696445306,0.9712934819317797,0.6240155486394418,225,283,NA,NA,NA
Acacia acinacea,231.90523809523805,0.09559939301972689,0.1039457304378721,0.08725305560158168,1.5912103663953403,1.2068842776268857e-147,4888,5272,NA,NA,NA
Acacia acradenia,11.865175953079179,1.8684931506849316,2.0087278198362366,1.7282584815336266,2.610800489832748,6.220522610531129e-54,129,365,NA,NA,NA
Acacia aculeatissima,128.42476363636362,0.1726302573760201,0.19303384993438982,0.1522266648176504,1.0534856098675194,0.06749848320723291,1349,1593,NA,NA,NA
Acacia acuminata,140.41000000000003,0.15789473684210525,0.18614568980816118,0.12964378387604933,1.5274483970136146,2.930596667883373e-19,671,760,NA,NA,NA
Acacia adsurgens,15.528454157782514,1.427701674277017,1.5190692540303885,1.3363340945236455,0.9319257371678193,0.8931593185697947,155,657,NA,NA,NA
Acacia adunca,36.25094594594595,0.6115702479338843,0.7509136985405251,0.4722267973272434,1.072972972972973,0.27597223227643614,68,121,NA,NA,NA
Acacia aemula subsp. muricata,96.07000000000004,0.2307692307692307,0.49190919867961524,-0.030370737141153875,0.8333333333333336,0.6159606548330627,10,13,NA,NA,NA
Acacia alata,93.34736842105266,0.23749999999999993,0.3442930241167464,0.13070697588325347,1.0919387075283151,0.26971156886648123,64,80,NA,NA,NA
Acacia alaticaulis,20.784374999999994,1.066666666666667,1.5893333333333337,0.5440000000000005,0.46428571428571414,0.9522747412492749,2,15,NA,NA,NA
Acacia alleniana,6.888828606658447,3.218253968253968,3.4397500039457167,2.996757932562219,2.105761909206577,6.62665747198909e-22,29,252,NA,NA,NA
Acacia alpina,17.38985130111524,1.274881516587678,1.427234076564167,1.122528956611189,0.41855195609842444,0.9999999999999959,29,211,NA,NA,NA
Acacia amanda,2.309375,9.6,11.168,8.032,1.0089285714285714,0.44044056721899777,0,15,NA,NA,NA
Acacia ammobia,25.865,0.8571428571428572,1.0996299702025,0.6146557440832143,0.8666666666666665,0.7481231008491451,22,56,NA,NA,NA
Acacia amoena,47.31123711340207,0.46859903381642504,0.561853919282707,0.37534414835014307,0.6997297567811033,0.9996461845820609,118,207,NA,NA,NA
Acacia ampliceps,18.129162561576354,1.2228915662650603,1.391118683274693,1.0546644492554278,2.333034781310643,1.2661802340900831e-19,80,166,NA,NA,NA
Acacia anaticeps,10.161250000000004,2.181818181818181,2.7990581059699995,1.564578257666363,1.2500000000000004,0.1970765140891892,3,22,NA,NA,NA
Acacia ancistrocarpa,12.25184210526316,1.8095238095238093,1.9182538523924766,1.700793766655142,1.7498430915448757,1.6930498291322995e-26,128,588,NA,NA,NA
Acacia ancistrophylla var. lissophylla,442.0958823529411,0.050147492625368745,0.0739860974224502,0.026308887828287286,1.0706578489383916,0.17793459873811782,323,339,NA,NA,NA
Acacia aneura,189.76247950819675,0.11683026095283695,0.12719602949183004,0.10646449241384388,1.7401437174172483,1.7594021354187675e-171,3849,4177,NA,NA,NA
Acacia aneura var. aneura,143.7882857142858,0.15418502202643164,0.1797258069931172,0.1286442370597461,1.6476295479603096,1.7825665593202518e-31,809,908,NA,NA,NA
Acacia aneura var. major,172.92600000000002,0.1282051282051282,0.19308587485954304,0.06332438155071336,1.1482758620689657,0.13112843185997755,104,117,NA,NA,NA
Acacia aphylla,88.68,0.25,0.74,-0.24,1,0.3916251762710891,3,4,NA,NA,NA
Acacia applanata,67.4467605633803,0.32870370370370366,0.4051632109047484,0.25224419650265895,1.2970193252538487,0.0021859544850403264,165,216,NA,NA,NA
Acacia aprepta,118.23999999999998,0.18750000000000006,0.31000000000000005,0.06500000000000003,1.2836879432624109,0.09166955757053444,41,48,NA,NA,NA
Acacia aptaneura,58.584492753623195,0.37842778793418647,0.4299807849306742,0.3268747909376987,1.3099573534356146,1.360344672356647e-6,396,547,NA,NA,NA
Acacia arafurica,3.9413333333333336,5.625,6.78713704011188,4.46286295988812,3.0311111111111106,6.461010114886048e-5,0,16,NA,NA,NA
Acacia argyraea,10.211636363636364,2.1710526315789473,2.5023244191339957,1.8397808440238992,2.6332929292929297,5.725182216060498e-13,21,76,NA,NA,NA
